"satisfaction_level";"last_evaluation";"number_project";"average_montly_hours";"time_spend_company";"Work_accident";"left";"promotion_last_5years";"salary";"satisfied"
"1322";0.54;0.76;3;157;4;0;0;0;"low";FALSE
"1323";0.77;0.65;4;268;3;0;0;0;"low";TRUE
"1324";0.62;0.49;3;158;2;0;0;0;"low";TRUE
"1325";0.93;0.55;5;222;2;0;0;0;"low";TRUE
"1326";0.81;0.86;3;210;3;0;0;0;"low";TRUE
"1327";0.99;0.79;4;133;2;0;0;0;"low";TRUE
"1328";0.78;0.49;3;224;3;0;0;0;"low";TRUE
"1329";0.84;0.96;3;161;2;1;0;0;"low";TRUE
"1330";0.89;0.88;3;165;4;0;0;0;"medium";TRUE
"1331";0.74;0.59;2;257;4;1;0;0;"medium";TRUE
"1332";0.63;0.74;4;155;2;0;0;0;"medium";TRUE
"1333";0.63;0.8;4;243;2;0;0;0;"medium";TRUE
"1334";0.68;0.92;2;184;4;0;0;0;"medium";TRUE
"1335";0.14;0.81;4;138;3;1;0;0;"high";FALSE
"1336";0.86;0.94;5;209;4;0;0;0;"low";TRUE
"1337";0.73;0.53;3;205;2;0;0;0;"medium";TRUE
"1338";0.57;0.56;3;191;3;0;0;0;"medium";FALSE
"1339";0.97;0.75;5;270;3;1;0;0;"medium";TRUE
"1340";0.67;0.36;4;97;4;0;0;0;"medium";TRUE
"1341";0.89;0.74;4;174;2;0;0;0;"low";TRUE
"1342";0.8;0.96;5;124;3;0;0;0;"low";TRUE
"1343";0.3;0.51;2;178;3;0;0;0;"low";FALSE
"1344";0.14;0.73;5;266;6;0;0;0;"low";FALSE
"1345";0.91;0.8;4;181;3;0;0;0;"low";TRUE
"1346";0.49;0.81;4;233;3;0;0;0;"low";FALSE
"1347";0.57;0.68;3;254;4;0;0;0;"low";FALSE
"1348";0.59;0.62;3;219;3;0;0;0;"low";FALSE
"1349";0.96;0.68;4;137;2;0;0;1;"medium";TRUE
"1350";0.41;0.58;5;274;2;1;0;0;"medium";FALSE
"1351";0.53;0.7;3;138;2;0;0;0;"medium";FALSE
"1352";0.93;0.6;4;184;3;0;0;0;"medium";TRUE
"1353";0.58;0.9;3;151;3;0;0;0;"medium";FALSE
"1354";0.6;0.54;3;265;3;1;0;0;"medium";FALSE
"1355";0.74;0.8;4;241;2;0;0;0;"medium";TRUE
"1356";0.62;0.52;3;148;3;0;0;0;"medium";TRUE
"1357";0.7;0.76;5;165;3;0;0;0;"medium";TRUE
"1358";0.93;0.75;3;243;2;0;0;0;"medium";TRUE
"1359";0.75;0.9;4;197;2;0;0;0;"medium";TRUE
"1360";0.95;0.48;5;214;6;1;0;1;"medium";TRUE
"1361";0.43;0.98;4;164;3;0;0;1;"medium";FALSE
"1362";0.77;0.58;4;243;4;1;0;1;"medium";TRUE
"1363";0.67;1;4;145;3;1;0;1;"medium";TRUE
"1364";0.51;0.72;4;163;4;0;0;1;"medium";FALSE
"1365";0.94;0.53;5;257;2;0;0;1;"medium";TRUE
"1366";0.9;0.85;3;253;3;0;0;0;"medium";TRUE
"1367";0.8;0.78;4;234;3;0;0;0;"medium";TRUE
"1368";0.34;0.89;5;266;6;0;0;0;"medium";FALSE
"1369";0.93;0.61;3;166;3;0;0;0;"medium";TRUE
"1370";0.9;0.67;4;233;3;0;0;1;"medium";TRUE
"1371";0.67;0.71;5;265;2;0;0;1;"medium";TRUE
"1372";0.79;0.73;4;226;3;0;0;0;"medium";TRUE
"1373";0.23;0.48;5;221;6;0;0;0;"medium";FALSE
"1374";0.98;0.99;3;253;4;0;0;0;"medium";TRUE
"1375";0.8;0.75;3;134;4;0;0;0;"medium";TRUE
"1376";0.77;0.84;3;188;4;0;0;0;"medium";TRUE
"1377";1;0.91;3;160;4;0;0;0;"medium";TRUE
"1378";0.6;0.92;4;164;4;0;0;0;"medium";FALSE
"1379";0.49;0.54;6;214;3;0;0;0;"high";FALSE
"1380";0.91;0.99;5;228;4;1;0;0;"low";TRUE
"1381";0.97;0.52;5;149;3;1;0;0;"medium";TRUE
"1382";0.71;0.76;3;175;2;0;0;0;"medium";TRUE
"1383";0.62;0.91;3;195;3;0;0;0;"medium";TRUE
"1384";0.61;0.92;3;222;4;0;0;0;"medium";FALSE
"1385";0.21;0.6;5;249;4;0;0;0;"medium";FALSE
"1386";0.64;0.97;2;226;3;1;0;0;"medium";TRUE
"1387";0.61;0.65;2;117;2;1;0;0;"medium";FALSE
"1388";0.58;0.75;4;255;3;0;0;0;"medium";FALSE
"1389";0.97;0.86;3;187;2;0;0;0;"low";TRUE
"1390";0.79;0.59;2;157;6;0;0;0;"high";TRUE
"1391";0.93;0.62;4;258;3;0;0;0;"medium";TRUE
"1392";0.34;0.87;4;283;2;0;0;0;"high";FALSE
"1393";0.77;0.52;4;216;3;0;0;0;"medium";TRUE
"1394";0.36;0.73;3;187;3;0;0;0;"medium";FALSE
"1395";0.93;0.58;3;215;3;0;0;0;"medium";TRUE
"1396";0.7;0.58;3;211;3;0;0;0;"medium";TRUE
"1397";0.51;0.49;4;182;2;0;0;0;"medium";FALSE
"1398";0.83;0.78;3;165;3;1;0;0;"medium";TRUE
"1399";0.89;0.89;4;265;2;0;0;0;"medium";TRUE
"1400";0.94;0.59;3;137;2;0;0;0;"medium";TRUE
"1401";0.8;0.55;4;269;3;0;0;0;"high";TRUE
"1402";0.74;0.66;3;177;2;0;0;0;"low";TRUE
"1403";0.5;0.91;3;240;2;0;0;0;"medium";FALSE
"1404";0.54;0.84;4;174;2;0;0;0;"medium";FALSE
"1405";0.5;0.54;3;134;3;0;0;0;"medium";FALSE
"1406";0.17;0.91;2;271;4;0;0;0;"medium";FALSE
"1407";0.57;0.53;5;216;2;1;0;0;"medium";FALSE
"1408";0.8;0.51;4;213;3;0;0;0;"medium";TRUE
"1409";0.8;0.99;3;158;3;0;0;0;"low";TRUE
"1410";0.95;0.73;3;243;3;1;0;0;"medium";TRUE
"1411";0.93;0.88;4;261;4;0;0;0;"medium";TRUE
"1412";0.86;0.81;4;179;3;0;0;0;"medium";TRUE
"1413";0.67;0.93;5;133;2;0;0;0;"medium";TRUE
"1414";0.73;0.6;4;224;3;0;0;0;"medium";TRUE
"1415";0.62;0.92;4;198;2;0;0;0;"medium";TRUE
"1416";0.53;0.81;5;135;2;0;0;0;"medium";FALSE
"1417";0.68;0.68;3;143;3;0;0;0;"medium";TRUE
"1418";0.69;0.55;4;234;2;0;0;0;"medium";TRUE
"1419";0.66;0.92;3;177;3;0;0;0;"medium";TRUE
"1420";0.98;0.56;5;180;3;0;0;0;"medium";TRUE
"1421";0.57;0.39;3;193;6;0;0;0;"medium";FALSE
"1422";0.64;0.78;5;148;4;0;0;0;"high";TRUE
"1423";0.71;0.58;3;194;4;0;0;0;"low";TRUE
"1424";0.94;0.7;3;271;4;0;0;0;"medium";TRUE
"1425";0.8;0.85;3;135;2;0;0;0;"medium";TRUE
"1426";0.59;0.94;4;136;2;0;0;0;"medium";FALSE
"1427";0.95;0.7;6;243;3;0;0;0;"medium";TRUE
"1428";1;0.39;2;210;5;0;0;0;"low";TRUE
"1429";0.74;0.79;3;275;3;0;0;0;"low";TRUE
"1430";0.76;0.97;3;271;3;0;0;0;"low";TRUE
"1431";0.89;0.69;4;137;3;0;0;0;"medium";TRUE
"1432";0.73;0.5;3;208;2;0;0;0;"medium";TRUE
"1433";0.65;0.7;3;231;3;0;0;0;"medium";TRUE
"1434";0.14;0.96;3;196;5;1;0;0;"medium";FALSE
"1435";0.3;0.47;2;159;4;0;0;0;"medium";FALSE
"1436";0.53;0.82;5;184;3;0;0;0;"medium";FALSE
"1437";0.66;0.89;3;257;3;0;0;0;"medium";TRUE
"1438";0.84;0.59;3;234;2;0;0;0;"medium";TRUE
"1439";0.74;0.97;3;239;4;1;0;0;"medium";TRUE
"1440";0.56;0.4;2;255;3;0;0;0;"medium";FALSE
"1441";0.42;0.47;4;146;3;1;0;0;"medium";FALSE
"1442";0.29;0.8;5;103;6;0;0;0;"medium";FALSE
"1443";0.54;0.72;5;206;4;0;0;0;"high";FALSE
"1444";0.8;0.52;3;253;2;1;0;0;"low";TRUE
"1445";0.89;0.93;4;245;4;0;0;0;"medium";TRUE
"1446";0.92;0.58;3;261;3;1;0;0;"medium";TRUE
"1447";0.87;0.68;4;217;3;0;0;0;"medium";TRUE
"1448";0.76;0.82;4;172;3;1;0;0;"medium";TRUE
"1449";0.7;0.6;3;183;3;0;0;0;"low";TRUE
"1450";0.57;0.43;3;167;3;0;0;0;"medium";FALSE
"1451";0.57;0.61;5;191;4;0;0;0;"medium";FALSE
"1452";0.48;0.97;3;224;6;0;0;0;"medium";FALSE
"1453";0.7;0.95;5;234;6;1;0;0;"medium";TRUE
"1454";0.68;0.43;3;161;2;1;0;0;"medium";TRUE
"1455";0.62;0.68;3;124;3;0;0;0;"medium";TRUE
"1456";0.61;0.51;4;242;3;0;0;0;"medium";FALSE
"1457";0.83;0.77;2;186;2;0;0;0;"medium";TRUE
"1458";0.99;0.8;5;254;5;0;0;0;"medium";TRUE
"1459";0.58;0.72;4;170;2;0;0;0;"medium";FALSE
"1460";0.93;0.83;4;225;2;0;0;0;"medium";TRUE
"1461";0.66;0.5;4;263;3;0;0;0;"high";TRUE
"1462";0.52;0.98;4;148;3;0;0;0;"low";FALSE
"1463";0.5;0.6;5;216;3;0;0;0;"medium";FALSE
"1464";0.16;0.7;5;257;4;0;0;0;"medium";FALSE
"1465";0.62;0.74;4;173;2;0;0;0;"medium";TRUE
"1466";0.49;0.49;6;188;3;0;0;0;"medium";FALSE
"1467";0.56;0.91;4;188;2;1;0;0;"low";FALSE
"1468";0.96;0.59;4;108;6;0;0;0;"low";TRUE
"1469";0.3;0.61;3;138;5;0;0;0;"medium";FALSE
"1470";0.65;0.94;4;174;3;0;0;0;"medium";TRUE
"1471";0.92;0.81;3;196;2;0;0;0;"medium";TRUE
"1472";0.88;0.76;3;223;3;0;0;0;"medium";TRUE
"1473";0.99;0.86;3;198;3;0;0;0;"medium";TRUE
"1474";0.96;0.93;5;141;2;1;0;0;"medium";TRUE
"1475";0.55;0.85;4;273;2;0;0;0;"medium";FALSE
"1476";0.71;0.94;4;209;3;0;0;0;"medium";TRUE
"1477";0.72;0.68;3;135;4;0;0;0;"medium";TRUE
"1478";0.23;0.5;5;100;3;0;0;0;"medium";FALSE
"1479";0.78;0.61;3;193;3;0;0;0;"medium";TRUE
"1480";0.82;0.61;3;229;2;0;0;0;"medium";TRUE
"1481";0.49;0.74;4;104;4;0;0;0;"medium";FALSE
"1482";0.96;0.82;4;201;2;0;0;0;"high";TRUE
"1483";0.5;0.78;3;206;3;1;0;1;"high";FALSE
"1484";0.98;0.57;5;141;3;0;0;1;"high";TRUE
"1485";0.85;0.57;4;150;3;0;0;1;"high";TRUE
"1486";0.72;0.75;3;166;3;0;0;1;"high";TRUE
"1487";0.78;0.83;4;252;2;0;0;1;"high";TRUE
"1488";0.62;0.43;2;106;2;0;0;1;"high";TRUE
"1489";0.22;0.65;6;212;4;0;0;0;"medium";FALSE
"1490";0.66;0.99;4;209;3;0;0;0;"medium";TRUE
"1491";0.58;0.5;3;144;3;0;0;0;"medium";FALSE
"1492";0.23;0.96;2;234;4;0;0;0;"medium";FALSE
"1493";0.86;0.77;5;230;2;0;0;0;"medium";TRUE
"1494";0.81;0.99;2;156;5;0;0;0;"medium";TRUE
"1495";0.75;0.54;6;138;4;1;0;0;"medium";TRUE
"1496";0.49;0.89;2;233;4;1;0;0;"medium";FALSE
"1497";0.31;0.5;3;262;5;0;0;0;"medium";FALSE
"1498";0.83;0.75;6;215;5;0;0;0;"medium";TRUE
"1499";0.7;0.55;4;227;3;0;0;0;"medium";TRUE
"1500";0.49;0.99;3;199;3;0;0;0;"medium";FALSE
"1501";0.57;0.92;3;238;2;0;0;0;"medium";FALSE
"1502";0.37;0.45;6;100;5;1;0;0;"medium";FALSE
"1503";0.69;0.75;3;179;2;1;0;0;"high";TRUE
"1504";0.62;0.98;4;107;2;0;0;0;"low";TRUE
"1505";0.5;0.68;4;274;4;0;0;0;"medium";FALSE
"1506";0.81;0.73;4;272;2;0;0;0;"medium";TRUE
"1507";0.2;0.41;6;264;3;0;0;0;"medium";FALSE
"1508";0.22;0.58;2;255;5;0;0;0;"medium";FALSE
"1509";0.99;0.82;6;185;4;1;0;0;"high";TRUE
"1510";0.75;0.55;3;162;3;0;0;0;"low";TRUE
"1511";0.93;0.82;5;272;3;0;0;0;"high";TRUE
"1512";0.75;0.52;3;260;3;1;0;0;"low";TRUE
"1513";0.45;0.55;3;151;3;0;0;0;"medium";FALSE
"1514";0.44;0.87;2;140;4;0;0;0;"high";FALSE
"1515";0.55;0.9;5;237;3;0;0;0;"medium";FALSE
"1516";0.78;0.56;5;252;2;0;0;0;"high";TRUE
"1517";0.5;0.52;4;178;3;0;0;0;"medium";FALSE
"1518";0.96;0.66;4;268;3;0;0;0;"medium";TRUE
"1519";0.72;0.53;5;244;4;0;0;0;"medium";TRUE
"1520";0.77;0.55;3;225;3;0;0;0;"medium";TRUE
"1521";0.89;0.94;5;223;3;0;0;0;"medium";TRUE
"1522";0.58;0.79;4;149;6;0;0;0;"medium";FALSE
"1523";0.75;0.96;5;190;3;0;0;0;"medium";TRUE
"1524";0.77;0.8;4;167;3;0;0;0;"medium";TRUE
"1525";0.76;0.87;4;161;3;0;0;0;"high";TRUE
"1526";0.87;0.76;4;218;2;0;0;0;"low";TRUE
"1527";0.95;0.74;3;212;3;0;0;0;"medium";TRUE
"1528";0.73;0.54;3;150;3;0;0;0;"medium";TRUE
"1529";0.83;0.64;2;192;2;0;0;0;"low";TRUE
"1530";0.56;0.73;4;226;2;0;0;0;"low";FALSE
"1531";0.72;0.89;3;221;3;0;0;0;"low";TRUE
"1532";0.81;0.49;2;205;5;1;0;0;"low";TRUE
"1533";0.54;0.68;3;158;3;0;0;0;"low";FALSE
"1534";0.91;0.87;3;199;3;0;0;0;"medium";TRUE
"1535";0.51;0.96;3;192;3;0;0;0;"medium";FALSE
"1536";0.59;0.39;4;190;5;0;0;0;"medium";FALSE
"1537";0.64;0.86;5;222;3;0;0;0;"medium";TRUE
"1538";0.95;0.68;5;225;3;0;0;0;"medium";TRUE
"1539";0.75;0.69;3;274;2;0;0;0;"medium";TRUE
"1540";0.44;0.38;3;197;2;0;0;0;"medium";FALSE
"1541";0.55;0.6;4;176;3;0;0;0;"medium";FALSE
"1542";0.6;0.81;3;226;2;0;0;0;"medium";FALSE
"1543";0.84;0.58;5;186;2;0;0;0;"medium";TRUE
"1544";0.49;0.65;3;226;3;0;0;0;"medium";FALSE
"1545";0.75;0.71;4;209;3;0;0;0;"medium";TRUE
"1546";0.35;0.81;5;182;5;0;0;0;"high";FALSE
"1547";0.68;0.78;3;232;3;0;0;0;"low";TRUE
"1548";0.52;0.53;2;286;3;0;0;0;"medium";FALSE
"1549";0.74;0.67;4;158;3;0;0;0;"low";TRUE
"1550";0.55;0.7;3;237;4;0;0;0;"low";FALSE
"1551";0.44;0.99;5;119;2;0;0;0;"low";FALSE
"1552";0.95;0.67;4;227;3;0;0;0;"low";TRUE
"1553";0.76;0.65;4;195;3;0;0;0;"low";TRUE
"1554";0.94;0.7;6;217;5;0;0;0;"low";TRUE
"1555";0.85;0.5;4;267;3;0;0;0;"low";TRUE
"1556";0.57;0.62;3;154;2;0;0;0;"medium";FALSE
"1557";0.67;0.49;5;161;2;0;0;0;"medium";TRUE
"1558";0.7;0.67;3;179;3;1;0;0;"medium";TRUE
"1559";0.67;0.55;4;214;3;1;0;0;"medium";TRUE
"1560";0.72;0.84;3;167;3;0;0;0;"medium";TRUE
"1561";0.71;0.53;6;203;3;0;0;0;"medium";TRUE
"1562";0.51;0.8;4;231;3;0;0;0;"medium";FALSE
"1563";0.98;0.65;4;263;2;1;0;0;"medium";TRUE
"1564";0.52;0.83;2;227;4;0;0;0;"medium";FALSE
"1565";0.21;0.9;4;235;4;0;0;0;"medium";FALSE
"1566";0.43;0.93;6;127;3;1;0;0;"medium";FALSE
"1567";0.91;0.62;4;158;3;1;0;0;"medium";TRUE
"1568";0.74;0.85;4;105;5;0;0;0;"high";TRUE
"1569";0.74;0.56;3;203;3;0;0;0;"low";TRUE
"1570";0.97;0.93;2;270;4;0;0;0;"low";TRUE
"1571";0.74;0.51;5;258;2;0;0;0;"low";TRUE
"1572";0.14;0.52;4;108;6;0;0;0;"low";FALSE
"1573";0.3;0.67;3;232;3;0;0;0;"low";FALSE
"1574";0.74;0.89;4;149;2;0;0;0;"low";TRUE
"1575";0.85;0.48;4;214;3;0;0;0;"medium";TRUE
"1576";0.69;0.65;4;136;2;0;0;0;"medium";TRUE
"1577";0.6;0.95;4;164;4;0;0;0;"medium";FALSE
"1578";0.53;0.85;3;236;6;0;0;0;"medium";FALSE
"1579";0.94;0.88;3;270;3;0;0;0;"medium";TRUE
"1580";0.57;0.63;5;156;4;0;0;0;"medium";FALSE
"1581";0.2;0.73;3;250;5;0;0;0;"medium";FALSE
"1582";0.82;0.92;4;196;3;0;0;0;"medium";TRUE
"1583";0.62;0.92;5;169;2;0;0;0;"medium";TRUE
"1584";0.88;0.59;2;144;3;0;0;0;"medium";TRUE
"1585";0.82;0.62;4;160;3;0;0;0;"medium";TRUE
"1586";0.62;0.91;3;142;6;1;0;0;"medium";TRUE
"1587";0.74;0.48;5;165;2;0;0;0;"high";TRUE
"1588";0.91;0.66;4;163;3;0;0;0;"low";TRUE
"1589";0.7;0.98;3;215;2;0;0;0;"low";TRUE
"1590";0.62;0.55;3;108;2;1;0;0;"medium";TRUE
"1591";0.15;0.67;6;195;2;0;0;0;"medium";FALSE
"1592";0.82;0.68;3;160;4;0;0;0;"medium";TRUE
"1593";0.7;0.48;5;273;2;0;0;0;"medium";TRUE
"1594";0.18;0.39;2;177;6;0;0;0;"medium";FALSE
"1595";0.99;0.59;3;163;2;0;0;0;"medium";TRUE
"1596";0.22;0.9;4;106;2;0;0;0;"medium";FALSE
"1597";0.61;0.83;5;236;2;0;0;0;"medium";FALSE
"1598";0.78;0.91;3;132;2;0;0;0;"medium";TRUE
"1599";0.84;0.61;3;253;2;0;0;0;"medium";TRUE
"1600";0.87;0.74;4;151;4;0;0;0;"medium";TRUE
"1601";0.73;0.9;4;266;3;0;0;0;"medium";TRUE
"1602";0.7;0.86;3;141;2;1;0;0;"medium";TRUE
"1603";0.98;0.71;5;217;3;0;0;0;"medium";TRUE
"1604";0.85;0.49;3;258;3;0;0;0;"medium";TRUE
"1605";0.56;0.83;5;275;2;0;0;0;"medium";FALSE
"1606";0.48;0.62;4;210;2;0;0;0;"medium";FALSE
"1607";0.65;0.7;3;243;3;0;0;0;"medium";TRUE
"1608";0.84;0.59;3;234;3;1;0;0;"medium";TRUE
"1609";0.23;0.88;5;156;4;0;0;0;"low";FALSE
"1610";0.34;0.71;2;160;3;1;0;0;"medium";FALSE
"1611";0.58;0.48;5;251;3;0;0;0;"medium";FALSE
"1612";0.96;0.68;5;145;3;1;0;0;"medium";TRUE
"1613";0.72;0.76;3;269;3;1;0;0;"medium";TRUE
"1614";0.58;0.62;3;213;2;0;0;0;"medium";FALSE
"1615";0.39;0.67;6;276;6;0;0;0;"medium";FALSE
"1616";0.24;0.57;5;232;3;0;0;0;"medium";FALSE
"1617";0.64;0.73;4;184;3;0;0;0;"medium";TRUE
"1618";0.98;0.55;3;260;3;0;0;0;"medium";TRUE
"1619";0.64;0.99;3;214;2;0;0;0;"medium";TRUE
"1620";0.56;0.41;2;194;2;0;0;0;"medium";FALSE
"1621";0.53;0.74;5;181;2;0;0;0;"medium";FALSE
"1622";0.62;0.57;4;215;3;0;0;0;"medium";TRUE
"1623";0.85;0.69;3;194;4;0;0;0;"medium";TRUE
"1624";0.76;0.85;4;190;3;0;0;0;"medium";TRUE
"1625";0.69;0.5;3;260;4;0;0;0;"medium";TRUE
"1626";0.35;0.67;2;171;3;0;0;0;"medium";FALSE
"1627";0.54;0.47;2;193;4;0;0;0;"medium";FALSE
"1628";0.63;0.49;3;252;3;0;0;0;"medium";TRUE
"1629";0.62;0.92;3;228;2;0;0;0;"low";TRUE
"1630";0.63;0.86;4;169;2;0;0;0;"high";TRUE
"1631";0.45;0.75;4;169;2;0;0;0;"low";FALSE
"1632";0.9;0.6;3;268;3;0;0;0;"low";TRUE
"1633";0.15;0.87;4;194;4;0;0;0;"low";FALSE
"1634";0.75;0.86;3;249;3;0;0;0;"low";TRUE
"1635";0.14;0.52;4;122;2;0;0;0;"high";FALSE
"1636";0.5;0.94;5;176;4;0;0;0;"low";FALSE
"1637";0.45;0.45;4;168;2;0;0;0;"low";FALSE
"1638";0.86;0.92;3;260;2;0;0;0;"low";TRUE
"1639";0.52;0.62;3;179;3;0;0;0;"high";FALSE
"1640";0.79;0.48;5;200;3;0;0;0;"low";TRUE
"1641";0.47;0.56;4;165;3;0;0;0;"medium";FALSE
"1642";0.76;0.64;4;144;2;0;0;0;"high";TRUE
"1643";0.52;0.72;4;186;2;0;0;0;"medium";FALSE
"1644";0.84;0.54;4;156;4;0;0;0;"high";TRUE
"1645";0.5;0.7;4;162;2;0;0;0;"medium";FALSE
"1646";0.52;0.63;3;269;2;0;0;0;"medium";FALSE
"1647";0.76;0.37;3;127;4;0;0;0;"medium";TRUE
"1648";0.59;0.58;2;267;3;0;0;0;"medium";FALSE
"1649";0.74;0.62;3;216;3;1;0;0;"low";TRUE
"1650";1;0.67;3;199;4;0;0;0;"low";TRUE
"1651";0.98;0.63;3;135;3;0;0;0;"low";TRUE
"1652";0.73;0.97;3;165;2;0;0;0;"low";TRUE
"1653";0.67;0.72;3;180;3;0;0;0;"low";TRUE
"1654";0.9;0.74;3;227;3;0;0;0;"low";TRUE
"1655";0.54;0.53;3;251;2;0;0;0;"low";FALSE
"1656";0.15;0.39;5;229;4;0;0;0;"low";FALSE
"1657";0.58;0.54;4;199;2;0;0;0;"low";FALSE
"1658";0.81;0.51;4;271;2;0;0;0;"low";TRUE
"1659";0.17;0.51;5;221;3;0;0;0;"low";FALSE
"1660";0.68;0.73;4;251;3;0;0;0;"low";TRUE
"1661";0.68;0.49;4;153;4;0;0;0;"low";TRUE
"1662";0.7;0.93;4;241;3;0;0;0;"low";TRUE
"1663";0.49;0.68;4;201;4;0;0;0;"medium";FALSE
"1664";0.55;0.96;4;267;3;0;0;0;"medium";FALSE
"1665";0.48;0.84;3;146;2;1;0;0;"medium";FALSE
"1666";0.63;0.98;4;210;3;0;0;0;"medium";TRUE
"1667";0.83;0.69;4;233;2;0;0;0;"medium";TRUE
"1668";0.48;0.87;3;221;2;0;0;0;"medium";FALSE
"1669";0.91;0.68;4;178;3;1;0;0;"medium";TRUE
"1670";0.66;0.69;5;202;6;0;0;0;"low";TRUE
"1671";0.96;0.51;4;237;3;0;0;0;"low";TRUE
"1672";0.49;0.69;4;270;3;0;0;0;"low";FALSE
"1673";0.73;0.49;3;168;2;1;0;0;"low";TRUE
"1674";0.48;0.98;5;132;4;0;0;0;"low";FALSE
"1675";0.57;0.78;3;162;2;0;0;0;"low";FALSE
"1676";0.63;0.82;3;269;3;0;0;0;"low";TRUE
"1677";0.46;0.87;5;254;5;1;0;0;"low";FALSE
"1678";0.64;0.5;3;261;2;0;0;0;"low";TRUE
"1679";0.56;0.73;4;148;3;0;0;0;"low";FALSE
"1680";0.97;0.75;5;228;4;0;0;0;"low";TRUE
"1681";0.69;0.68;3;138;3;0;0;0;"low";TRUE
"1682";0.23;0.97;4;200;3;0;0;0;"low";FALSE
"1683";0.77;0.48;4;258;4;1;0;0;"low";TRUE
"1684";0.76;0.57;4;266;3;0;0;0;"low";TRUE
"1685";0.98;0.66;3;204;2;0;0;0;"medium";TRUE
"1686";0.92;0.77;3;236;3;0;0;0;"medium";TRUE
"1687";0.63;0.67;4;149;3;1;0;0;"medium";TRUE
"1688";0.91;0.69;5;240;3;0;0;0;"medium";TRUE
"1689";0.8;0.81;5;143;2;0;0;0;"medium";TRUE
"1690";0.66;0.96;4;216;3;0;0;0;"low";TRUE
"1691";0.63;0.79;3;197;3;1;0;0;"low";TRUE
"1692";0.69;0.56;2;214;2;0;0;0;"low";TRUE
"1693";0.49;0.59;3;185;3;0;0;0;"low";FALSE
"1694";0.6;0.45;3;173;2;0;0;0;"low";FALSE
"1695";0.5;0.63;4;229;4;0;0;0;"low";FALSE
"1696";0.34;0.81;4;116;3;1;0;0;"low";FALSE
"1697";0.79;0.6;5;223;3;0;0;0;"low";TRUE
"1698";0.98;0.68;4;154;3;0;0;0;"low";TRUE
"1699";0.96;0.97;5;240;2;0;0;0;"low";TRUE
"1700";0.88;0.89;3;139;2;0;0;0;"low";TRUE
"1701";0.6;0.61;2;275;2;0;0;0;"low";FALSE
"1702";0.62;0.73;3;158;3;1;0;0;"low";TRUE
"1703";0.4;0.72;3;204;4;1;0;0;"low";FALSE
"1704";0.16;0.82;5;121;2;0;0;0;"medium";FALSE
"1705";0.81;0.98;5;243;6;0;0;0;"medium";TRUE
"1706";0.69;0.69;4;195;2;0;0;0;"medium";TRUE
"1707";0.66;0.51;5;149;3;0;0;0;"medium";TRUE
"1708";0.66;0.62;5;214;2;0;0;0;"medium";TRUE
"1709";0.59;0.75;4;190;2;0;0;0;"medium";FALSE
"1710";0.15;0.48;6;204;6;1;0;0;"low";FALSE
"1711";0.68;0.54;3;270;4;1;0;0;"low";TRUE
"1712";0.24;0.91;5;177;5;0;0;0;"low";FALSE
"1713";0.77;0.59;4;140;3;0;0;0;"medium";TRUE
"1714";0.36;0.69;3;165;3;0;0;0;"medium";FALSE
"1715";0.5;0.89;3;187;4;1;0;0;"medium";FALSE
"1716";0.2;0.98;4;166;4;1;0;0;"medium";FALSE
"1717";0.86;0.56;5;141;2;0;0;0;"medium";TRUE
"1718";0.84;0.63;4;135;2;0;0;0;"medium";TRUE
"1719";0.9;0.98;5;148;4;0;0;0;"medium";TRUE
"1720";0.4;0.51;3;120;6;0;0;0;"medium";FALSE
"1721";0.63;0.62;3;141;3;0;0;0;"medium";TRUE
"1722";0.73;0.95;3;222;4;0;0;0;"medium";TRUE
"1723";0.25;0.67;2;136;6;0;0;0;"medium";FALSE
"1724";0.7;0.57;3;180;2;0;0;0;"medium";TRUE
"1725";0.6;0.97;3;187;3;1;0;0;"medium";FALSE
"1726";0.99;0.66;3;202;3;0;0;0;"medium";TRUE
"1727";0.29;0.86;3;251;4;0;0;0;"medium";FALSE
"1728";0.53;0.63;4;259;2;0;0;0;"medium";FALSE
"1729";0.54;0.55;4;208;5;0;0;0;"high";FALSE
"1730";0.6;0.71;3;195;2;0;0;0;"low";FALSE
"1731";0.86;0.87;5;156;4;0;0;0;"low";TRUE
"1732";0.5;0.55;2;128;3;0;0;0;"low";FALSE
"1733";0.6;0.75;5;233;3;1;0;0;"low";FALSE
"1734";0.85;0.73;4;260;4;0;0;0;"low";TRUE
"1735";0.4;0.87;5;250;4;0;0;0;"low";FALSE
"1736";0.38;0.79;5;176;3;0;0;0;"low";FALSE
"1737";0.96;0.59;6;133;5;0;0;0;"medium";TRUE
"1738";0.59;0.57;4;197;2;0;0;0;"medium";FALSE
"1739";0.56;0.5;3;156;3;1;0;0;"medium";FALSE
"1740";0.84;0.96;3;162;3;0;0;0;"medium";TRUE
"1741";0.94;0.99;3;207;2;0;0;0;"medium";TRUE
"1742";0.72;0.63;3;223;2;1;0;0;"medium";TRUE
"1743";0.82;0.7;3;149;2;0;0;0;"medium";TRUE
"1744";1;0.95;3;275;3;1;0;0;"medium";TRUE
"1745";0.62;0.77;3;271;2;0;0;0;"medium";TRUE
"1746";0.76;0.89;3;273;2;1;0;0;"medium";TRUE
"1747";0.23;0.74;5;219;4;0;0;0;"medium";FALSE
